@relation train

@attribute eyeball_diff numeric
@attribute eyewhite_diff numeric
@attribute upper_diff numeric
@attribute noselip_bright numeric
@attribute noselip_loc numeric
@attribute lowerc_diff numeric
@attribute lowerx_diff numeric
@attribute lowery_diff numeric
@attribute lowerz_diff numeric
@attribute class {0,1}

@data
6,12,596,233,2,28,2.6875,2.5625,11.770833,1
32,4,2050,231,2,6,7.625,1.25,28.395833,1
8,4,2032,242,2,54,0.375,20.1875,22.458333,1
23,0,2827,242,2,14,6.125,28.5,17.708333,1
2,18,1890,241,1,28,18.25,26.4375,45.166667,1
7,16,1651,240,1,28,6.375,21.5625,12.583333,1
19,14,1994,240,1,29,26.625,24.9375,56.9375,1
5,12,70,252,1,10,9.1875,10.9375,49.416667,1
3,10,33,251,1,5,6.9375,4.3125,40.125,1
3,11,23,251,1,29,6.125,14.375,31.229167,1
6,8,332,250,1,30,3,17.75,23.291667,1
3,9,228,249,1,17,5.6875,12.25,30.729167,1
56,6,2157,231,2,33,10.8125,5.75,10.8125,1
1,8,352,250,1,13,4.4375,14.125,0.520833,1
5,0,617,253,2,90,25,20.6875,105.166667,1
0,2,305,253,2,107,25.1875,16.9375,100.270833,1
2,2,891,253,2,52,19.9375,19.4375,75.9375,1
8,0,658,253,2,95,20.875,17,76.4375,1
0,4,438,253,2,130,18.75,17.125,79.770833,1
5,3,871,253,2,43,18.875,17.4375,59.395833,1
32,1,3596,247,2,26,3,5.0625,28.020833,1
36,1,3303,247,2,23,2,3.1875,39.25,1
28,2,3562,247,2,9,8.9375,0.3125,21.791667,1
0,6,739,253,2,17,4.9375,8.1875,3.333333,1
10,10,1177,251,2,25,9.3125,6.4375,0.625,1
1,1,698,251,2,16,11.25,11.25,11.5625,1
3,25,1388,251,2,30,8.1875,4.25,4.729167,1
12,7,1606,213,3,37,6,15.9375,5.083333,1
13,8,1376,212,3,28,3.125,11.4375,10.3125,1
20,6,1739,210,3,41,11.125,12.375,7.604167,1
10,3,2348,251,2,14,13.125,23.8125,34.729167,1
18,6,2238,250,2,31,9.3125,20.4375,29.666667,1
22,7,2426,250,2,1,16.5,24.375,33.583333,1
10,25,2258,243,3,44,15.1875,31.9375,51.875,1
4,14,844,250,2,21,10,11.9375,13.854167,1
14,25,1971,241,3,33,15.875,30.9375,53.020833,1
7,14,2439,240,3,50,15.3125,26.125,38.166667,1
3,25,115,252,1,25,4.875,3.9375,4.416667,1
6,28,120,251,1,26,1.75,0.375,8.145833,1
3,33,26,251,1,16,7.1875,3.8125,2.541667,1
18,6,735,249,2,23,10.5625,29.9375,70,1
2,9,1059,246,2,38,8.625,30.875,65.604167,1
23,9,365,249,2,3,11.6875,28.375,74.1875,1
13,2,1319,242,2,7,0.8125,20.0625,2.979167,1
21,2,1006,237,2,18,4.8125,16.75,18.583333,1
9,19,578,250,2,12,1.625,2.9375,4.270833,1
14,2,1545,242,2,16,5.1875,14.375,1.541667,1
2,5,323,246,2,63,2.5,3.1875,15.145833,1
10,14,354,246,2,8,6.6875,3.5625,2.5625,1
48,31,6591,212,3,97,45.875,66.875,146.104167,1
47,26,6098,211,3,92,45.125,59.9375,133.291667,1
36,32,6366,211,3,98,47.0625,60,129.6875,1
24,2,1350,246,2,41,8.875,7.875,33.645833,1
31,2,1028,246,2,46,12.3125,4.0625,50.854167,1
36,0,1465,246,2,16,3.25,3.1875,25.895833,1
7,15,718,239,1,5,4.0625,2.6875,12.6875,1
15,14,650,238,1,10,7.5625,8.625,33.583333,1
16,7,168,234,2,0,5.1875,4.6875,7.083333,1
10,9,459,250,2,8,6.125,10,19.5,1
6,13,728,239,1,0,1.125,6.1875,14.291667,1
11,25,3884,232,4,94,31.375,46.9375,83.625,1
13,23,3581,230,4,90,26.875,41.375,66.958333,1
5,28,4144,231,4,75,32.25,42.5625,71.770833,1
5,27,3593,233,4,74,30.1875,50.9375,84.25,1
5,23,3303,231,4,72,26.875,43.1875,66.25,1
8,32,3910,232,4,59,29.125,44.3125,65.3125,1
7,32,2183,231,2,0,5.1875,14.8125,38.125,1
1,34,2042,231,2,2,0.0625,9,17.583333,1
1,36,2319,229,2,6,12.3125,14.25,43.104167,1
6,3,415,195,2,9,12.875,11.0625,41.083333,1
6,0,1071,220,2,1,6.0625,4.875,6.854167,1
7,2,1147,219,2,2,9.375,7.625,11.770833,1
1,2,810,219,2,2,1.125,0.125,5.166667,1
15,1,900,211,2,20,9.4375,27,55.604167,1
2,3,1122,210,2,8,8.375,27.125,52.541667,1
3,0,585,209,2,46,8.0625,25.5,50.354167,1
32,5,1869,254,3,5,4.375,7.5625,9.75,1
67,6,1826,253,3,13,1.875,3.1875,14.958333,1
81,6,1816,253,3,4,10.125,4.375,13.416667,1
17,32,2763,192,1,11,10,11.9375,22.020833,1
9,3,552,193,2,15,17.0625,15.125,59.875,1
15,35,2651,191,1,18,13.125,13.9375,36.6875,1
17,30,2481,191,1,7,6.75,11.625,14.479167,1
21,8,40,227,1,12,2.5625,4.1875,30.104167,1
12,7,209,224,1,17,3.75,2.5625,36.645833,1
10,7,174,226,1,3,1,0.5,29.479167,1
13,21,1345,219,2,10,3.0625,5.125,18.520833,1
6,23,1267,218,2,5,1.5625,9.1875,27.645833,1
1,15,1381,218,2,17,3.25,4.125,20.958333,1
4,21,1666,218,2,6,0.625,4.875,27.8125,1
2,21,1415,217,2,24,1.8125,8.25,25.3125,1
23,5,232,194,2,7,7.75,12.4375,32.666667,1
5,24,1783,217,2,4,2.4375,3.0625,34.520833,1
4,2,989,249,2,18,0.1875,4.4375,41.1875,1
7,6,908,248,2,14,1.375,2.5625,30.354167,1
4,8,874,248,2,7,1.375,7.25,29.166667,1
7,0,1002,250,2,27,0.25,5.75,51.1875,1
33,5,968,248,2,25,0.6875,2.875,37.1875,1
16,6,974,249,2,11,1.625,8.8125,37.166667,1
4,9,884,237,2,8,0,7,3.020833,1
4,4,1135,234,2,5,6.1875,9.375,8.875,1
6,9,518,236,2,6,6,4.4375,12.875,1
8,3,450,195,2,16,4.625,13.25,36.604167,1
26,38,520,252,2,41,14.8125,18.8125,19.833333,1
36,39,439,252,2,59,16.8125,22.875,36.8125,1
32,35,657,252,2,26,13.6875,20,24.1875,1
0,1,935,228,2,12,2.125,2.25,12.020833,1
6,0,1693,228,2,26,0.375,0.1875,12.416667,1
10,4,65,228,2,2,4.9375,2,3.020833,1
8,4,2296,250,2,2,8.9375,15.4375,32.229167,1
2,36,587,230,3,23,7.25,11.4375,13.145833,1
0,37,875,228,3,6,5.1875,15.1875,5.458333,1
6,31,384,228,3,26,7.375,8.875,7.958333,1
2,2,157,229,2,22,3.1875,3.6875,1.958333,1
3,2,52,229,2,18,0.5625,1.6875,13.75,1
2,3,320,229,2,20,8.3125,1.9375,3.145833,1
10,0,764,252,2,90,5.6875,3.25,16.5,1
13,9,2615,231,2,34,12.5625,20.375,34.604167,1
0,1,699,249,2,71,10.375,6.6875,36.041667,1
2,3,634,252,2,63,1.6875,3.875,1.604167,1
21,2,65,237,2,14,2.9375,4.4375,21.458333,1
9,2,183,234,2,2,3.1875,7.875,38.479167,1
0,1,38,236,2,21,8.25,5,12.833333,1
8,1,291,237,2,19,10.25,2.8125,6.354167,1
9,5,256,235,2,16,4.4375,4.75,20.145833,1
6,1,250,235,2,5,14.6875,6.3125,8.020833,1
17,1,480,247,1,42,28.375,17.875,57.479167,1
0,1,680,246,1,59,32.375,22.125,73.75,1
30,7,2105,232,2,32,23.5625,18.5625,63.104167,1
9,5,302,245,1,29,21.125,16,48.291667,1
8,1,450,247,2,62,21.875,25.6875,71.833333,1
3,4,205,246,2,66,26.125,32.25,95.875,1
9,3,466,247,2,34,16.5625,23.5,64.958333,1
17,21,5453,222,3,95,36.6875,36.6875,46.291667,1
18,14,5025,221,3,81,27.25,32.625,19.166667,1
18,21,5490,221,3,103,43.375,34.125,58.416667,1
18,22,5962,222,3,78,34.5,42.8125,52.104167,1
17,16,5495,220,3,58,25.4375,40.125,28.458333,1
26,23,5980,221,2,90,41.4375,41.3125,64.75,1
8,4,427,229,2,2,9.5625,4.1875,7.645833,1
22,14,2392,254,2,10,12.625,10.125,13.458333,1
20,15,2088,253,2,14,19.1875,14.625,32.333333,1
13,13,2449,253,2,9,7.625,5.625,2.145833,1
2,0,644,244,1,16,8.25,2.75,10.333333,1
2,7,537,243,1,31,4.5625,6.375,8.541667,1
4,2,503,244,1,0,11.1875,5.1875,7.4375,1
7,1,277,246,2,3,1.9375,5.375,5.3125,1
16,1,166,246,2,27,7.8125,1.875,29.333333,1
24,1,416,246,2,32,5.125,1.0625,3.3125,1
11,18,1456,246,2,21,13.375,11.6875,23.6875,1
9,1,39,229,2,6,6.0625,4.875,14.25,1
21,30,1854,246,2,28,13.4375,7.6875,18.875,1
10,31,848,246,2,15,13.3125,12.8125,20.458333,1
7,8,1786,242,3,59,11.0625,17.0625,56.645833,1
5,9,1700,241,3,37,8.625,12.75,46.9375,1
3,12,1656,242,3,48,12.25,17.0625,48.270833,1
30,3,5039,252,2,10,12.8125,10.5,30.875,1
23,3,4759,252,2,0,15.8125,14.1875,41.895833,1
20,2,4962,252,2,34,9.25,11.125,35.5625,1
3,4,2,237,2,65,7.8125,1.75,13.208333,1
3,4,756,237,2,88,7.1875,3.3125,6.3125,1
10,9,856,229,2,9,10.8125,6.4375,12.354167,1
5,3,608,234,3,33,7.875,4.1875,12.8125,1
14,13,1263,252,3,64,12.75,2.4375,17.416667,1
1,16,1241,252,3,61,17,4.125,32.416667,1
15,4,1181,252,3,47,5.8125,4.4375,10.291667,1
0,4,1027,249,2,79,12,4.125,40.9375,1
1,2,990,248,2,71,8.5,2.25,29.833333,1
1,2,974,247,2,85,13.75,8,38.125,1
9,34,2412,243,3,72,28.0625,41.625,68.604167,1
9,37,2136,240,3,56,25.25,34.875,50.916667,1
8,32,2511,242,3,75,29.25,41.3125,70.979167,1
10,6,585,229,2,5,9.3125,5.4375,16.333333,1
5,2,40,242,2,35,6.375,4.25,10.479167,1
6,4,172,242,2,19,3.5625,9.75,1.041667,1
5,4,200,242,2,22,9.0625,0.5,11.645833,1
42,1,2143,250,1,33,11,22.75,59.791667,1
54,0,2681,249,1,87,15.3125,23.125,71.104167,1
6,0,1638,249,1,6,6.875,21.5,51.104167,1
26,3,631,233,2,74,3.8125,5.8125,7,1
23,2,802,232,2,103,3.875,2.6875,19.083333,1
22,2,374,232,2,25,6.625,3.125,6.104167,1
2,6,3263,253,2,56,16.5,20.6875,43.6875,1
10,1,200,229,2,0,4.75,6.3125,26.375,1
1,3,3459,253,2,21,18.1875,26.3125,52.541667,1
8,7,2936,253,2,65,13.4375,19,43.770833,1
77,7,259,240,2,38,26.1875,27.9375,71.791667,1
72,9,374,239,2,27,26.125,30.625,76.708333,1
66,12,661,238,2,45,22.25,28.6875,64.9375,1
4,24,1457,208,2,29,5.5,2.125,11.395833,1
3,27,1545,200,2,29,5.3125,3.8125,1.291667,1
5,20,1303,208,2,7,5.125,2.125,5.708333,1
15,3,1016,235,1,15,3.9375,14.0625,17.458333,1
10,6,984,233,1,2,1.6875,13.625,2.979167,1
31,10,865,229,2,10,11,7.875,19.354167,1
28,2,1165,235,1,26,12.125,8.6875,22.9375,1
5,2,680,186,2,1,0.6875,5,3.833333,1
6,8,725,186,2,4,3.3125,6.875,19.354167,1
10,0,471,186,2,9,5.3125,6.125,2.520833,1
12,0,592,186,2,6,1.6875,7.75,3.291667,1
11,3,682,186,2,7,1.875,8.3125,14.958333,1
4,3,598,186,2,19,3.6875,8.625,1.541667,1
36,33,1624,251,2,15,6.75,17.5,16.291667,1
68,33,1660,251,2,7,6.5625,13.375,7.8125,1
66,28,1506,251,2,21,7.5,15.125,11.041667,1
13,5,145,224,3,7,3.9375,14.1875,24.1875,1
25,5,2532,240,2,12,14.0625,16.5625,36.020833,1
9,6,2745,238,2,20,20.875,19.75,55.958333,1
14,4,2112,238,2,39,6.9375,14.25,21.3125,1
15,6,2603,240,2,10,13,16.4375,33.041667,1
8,7,2840,239,2,7,17.875,20.75,49.083333,1
33,4,2277,238,2,24,8.1875,13.5,21.520833,1
10,5,2472,240,2,16,15.1875,14.375,34.875,1
16,7,2586,238,2,17,21.875,19.75,59.1875,1
16,7,1994,238,2,44,7.1875,11.6875,17.354167,1
26,1,695,245,1,48,12.0625,25,42.6875,1
2,11,583,207,2,13,2.5,14.4375,23.395833,1
5,1,332,223,3,5,8,11.25,31.895833,1
28,2,994,244,1,68,17.625,27.5,62.979167,1
42,5,717,243,1,32,7.125,26.0625,40.666667,1
13,10,684,238,3,12,7.0625,1.625,19.041667,1
10,9,659,237,2,1,4.25,8,0.104167,1
9,8,577,237,2,26,6.6875,1.125,9.5,1
1,16,928,223,0,7,14,4.25,20.166667,1
2,1,639,220,0,2,19.6875,0.25,40.833333,1
2,22,1066,223,0,14,7.375,1.9375,14.020833,1
55,23,6670,237,4,21,33.3125,50.3125,64.375,1
50,20,6434,235,4,43,26.5,43.8125,43.1875,1
12,5,96,223,3,7,0.625,15.875,22.833333,1
51,29,6556,236,4,41,42.8125,43.75,69.020833,1
35,5,606,206,2,11,3.875,5.8125,18.375,1
20,4,592,205,2,14,6.875,9.4375,36.729167,1
1,3,584,205,2,11,0.875,9.375,17.6875,1
2,6,622,251,1,32,2.3125,3.25,14.979167,1
0,7,406,250,1,20,4.625,4.1875,18.166667,1
12,5,790,251,1,23,0.375,6.3125,22.375,1
0,2,37,252,2,36,0.625,6.8125,17.6875,1
0,2,383,252,2,11,5.1875,11.6875,32.75,1
5,4,517,252,2,62,5.9375,4.0625,10.166667,1
9,9,365,224,3,5,3.9375,12.375,8.770833,1
12,6,1022,247,1,78,4.625,7.0625,17.791667,1
26,7,997,246,1,49,5.6875,0.0625,10.770833,1
14,5,767,246,1,98,3,5.3125,0.916667,1
15,4,3330,242,1,13,5.25,2.4375,83.833333,1
8,19,2970,239,1,14,9.0625,2.6875,68.5,1
7,1,80,157,2,6,3.8125,0.3125,5.083333,1
17,3,778,254,2,4,1.125,18.375,71.333333,1
6,4,880,253,2,15,6.8125,24.375,60.645833,1
1,4,766,254,2,6,8.125,10.9375,77.333333,1
9,18,2593,234,2,36,10,20.5,43.5625,1
9,17,2456,234,2,24,15.375,24.5,56.604167,1
17,23,2379,234,2,44,5.3125,18.6875,38.770833,1
35,17,3003,199,2,20,8.375,24.6875,38.270833,1
27,16,3047,198,2,31,18.375,23.9375,64.8125,1
30,16,2651,197,2,13,0.375,26.3125,25.958333,1
5,61,5640,229,3,66,34.9375,46.4375,100.583333,1
3,2,230,157,2,23,8.875,2.625,26.1875,1
2,54,5415,229,3,96,32.4375,39.75,86.770833,1
4,69,5465,228,3,47,37.5,40.8125,84.416667,1
8,4,596,209,2,9,0.8125,10.8125,33.291667,1
3,0,257,206,3,6,2.5,13.9375,45.083333,1
10,4,827,209,2,25,1.125,13.1875,33.375,1
1,3,651,206,2,14,2.625,11.6875,43.208333,1
11,3,325,205,2,1,4.125,14,54.416667,1
5,5,772,206,2,26,0.75,12.75,36.041667,1
2,10,2215,211,3,77,1.375,10.75,9.25,1
30,9,1969,210,3,58,5.375,5.6875,27.6875,1
1,6,121,155,2,12,1.375,5.4375,4.958333,1
30,10,2193,208,3,71,3.4375,8.125,7.958333,1
5,2,516,236,2,28,4.8125,0.4375,7.75,1
15,1,529,235,2,45,2.75,3.25,32.75,1
2,2,646,234,2,8,12.5625,5.5625,3.75,1
1,0,531,236,2,34,5.5,4.0625,16.3125,1
2,1,747,235,2,32,0,7.625,37.729167,1
4,0,365,236,2,34,12,5.4375,2.854167,1
1,0,676,217,2,14,3.625,12.5625,18.270833,1
5,1,273,214,2,37,5.5,12.5625,14.375,1
2,2,1183,217,2,3,0.1875,12.625,29.1875,1
5,6,256,157,2,0,4.6875,3.6875,15.125,1
4,0,555,212,2,14,1.6875,11.6875,39.708333,1
6,1,211,212,2,0,3.375,16.9375,42.395833,1
5,3,936,210,2,34,2.375,6.3125,30.583333,1
7,7,2409,245,2,19,15.875,10.4375,7.5625,1
13,10,2323,244,2,19,20.875,16.75,31.979167,1
19,13,2215,245,2,19,10.9375,7.875,0.895833,1
12,2,2324,245,2,22,13.6875,12.3125,9.583333,1
18,1,2258,244,2,27,17,20.5,33.333333,1
10,5,2203,245,2,20,10.25,8.875,0.5,1
1,1,1197,189,2,23,18.5,16.5625,38.416667,1
4,5,425,157,2,8,10.8125,4.0625,34.25,1
13,0,834,155,2,37,4.6875,5,16.541667,1
12,2,153,155,2,9,2.375,3.8125,8.666667,1
13,16,1797,250,1,28,0.5,9.0625,32.833333,1
11,19,2284,249,1,1,3.5,6.5625,19.645833,1
7,16,1212,250,2,51,4.375,8.875,37.979167,1
1,4,1538,249,2,20,0.4375,8.25,31.604167,1
3,1,36,248,2,4,1,5.5625,13.729167,1
5,5,2095,248,1,1,0.875,7.125,27.8125,1
16,6,1072,250,2,36,2.125,6.6875,27.75,1
12,2,3138,235,2,60,3,26.8125,12.229167,1
11,8,2922,235,2,17,2.625,19.1875,9.75,1
9,3,3288,235,2,119,17.0625,27.3125,39.3125,1
11,2,53,233,2,103,8.125,16.4375,67.604167,1
22,1,199,233,2,99,15.0625,21.4375,89.145833,1
11,0,269,233,2,43,4.375,14,57.9375,1
29,1,210,233,2,91,6.3125,13.9375,45.083333,1
20,2,218,233,2,108,13.5625,18.375,65.708333,1
3,12,751,249,2,34,0.5,6.8125,7.145833,1
17,5,475,233,2,8,4.75,16.5625,54.145833,1
15,10,668,252,2,69,18.6875,28.625,89.479167,1
10,15,627,251,2,69,6.75,19.25,51.6875,1
11,13,609,249,2,51,27.5625,31.6875,100.979167,1
15,28,1898,143,2,20,10.5625,5.5,2.333333,1
21,29,1883,143,2,6,6.0625,6.1875,6.541667,1
12,26,1765,143,2,31,15.3125,5.75,13.229167,1
19,27,1855,143,2,29,12.3125,1.75,0.791667,1
19,28,1916,143,2,19,7.75,1.5,8.520833,1
15,23,1573,143,2,36,15.9375,1.5625,8.958333,1
4,3,60,249,2,14,4.4375,8.1875,37.708333,1
0,2,761,241,0,45,5.375,8.875,47.0625,1
2,2,748,240,2,34,10.5625,4.6875,34.979167,1
2,4,638,240,2,26,0.4375,9.875,43.270833,1
6,10,637,224,2,15,4.1875,4.8125,4.270833,1
15,8,560,224,2,27,1.5625,2.5625,13.270833,1
20,2,860,224,2,3,9.75,2.4375,9.6875,1
3,6,802,209,2,11,1,14.9375,24.3125,1
4,2,307,249,2,12,2.75,8.125,24.583333,1
5,5,533,204,2,4,2.5,7.625,14.25,1
39,11,1415,248,2,52,17.625,9.6875,2.020833,1
43,5,1192,246,2,47,18,12.4375,2.25,1
62,13,1457,247,2,50,15.3125,7.9375,5.333333,1
10,12,1010,248,2,54,16.25,12.25,5.645833,1
13,7,845,246,2,49,18.3125,14,1.083333,1
11,13,1064,247,2,55,15,10.375,10.854167,1
1,5,715,249,2,6,3.875,11.8125,3.5,1
4,0,616,248,2,15,0.25,16.125,0.895833,1
1,6,828,248,2,20,7.25,13.5625,22.791667,1
5,4,842,250,2,30,0.5625,1.1875,21.208333,1
0,6,833,203,2,10,1.4375,10.25,25.9375,1
8,5,1005,249,2,7,1.5625,13.4375,4.229167,1
26,5,814,249,2,42,5.0625,0.75,3.25,1
15,9,3657,232,3,52,21.375,17.375,24.458333,1
22,7,3395,231,3,51,18.5,14.75,22.104167,1
17,12,3787,234,3,57,23.4375,19.4375,24.916667,1
18,26,3680,234,3,99,20.3125,22.125,40.416667,1
13,26,3383,232,3,83,15.5,18.25,30.875,1
22,30,3738,234,3,99,23.9375,21.8125,39.770833,1
14,37,3993,237,3,102,26.0625,26.8125,48.4375,1
18,34,3828,233,3,93,22.4375,22,39.979167,1
3,4,163,202,2,11,5.4375,7.6875,14.125,1
12,46,3945,237,3,98,26.5625,27.5,42.770833,1
12,17,3915,237,3,56,25.5,21.5625,26.958333,1
17,10,3780,231,3,52,23.625,17.4375,24.354167,1
15,24,3949,238,3,70,26,22.25,22.5,1
3,1,706,253,1,11,5.75,2.375,8.395833,1
3,4,571,253,1,26,5.625,4.0625,9.666667,1
4,5,808,252,1,7,3.6875,8.4375,20.270833,1
3,2,644,253,1,38,0.125,6.625,23.041667,1
20,4,649,253,1,32,2.4375,6.875,27.25,1
4,6,387,252,1,42,0.3125,8.125,27.875,1
26,15,3029,201,1,15,19.9375,28.5,48.25,1
6,2,1265,235,2,25,2.3125,3.5625,20.083333,1
2,0,860,235,2,46,1.375,0.5,35.020833,1
3,4,1431,235,2,9,4.5625,5,14.833333,1
2,3,1130,235,2,28,0.0625,5.625,20.229167,1
3,0,855,235,2,47,4.8125,1.3125,39.166667,1
5,2,1295,235,2,5,4.125,5.75,14.3125,1
10,1,1795,241,2,29,1.1875,1.5625,27.5,1
1,12,1751,241,2,16,2.125,1.875,41.6875,1
28,8,1761,241,2,24,5.3125,0,17.729167,1
5,60,5914,234,3,76,29.5,33.8125,60.666667,1
39,22,2982,199,1,28,23.625,30.3125,58.958333,1
5,61,5880,230,3,43,29.8125,31.5,65.9375,1
9,64,5867,234,3,81,29.8125,30.0625,42.5625,1
2,53,6057,233,3,64,29.8125,39.125,74.958333,1
5,48,5763,229,3,35,30.875,32.25,71.520833,1
9,59,6125,232,3,65,29.6875,35.1875,52.458333,1
3,48,1768,183,2,19,5.75,5.25,3.166667,1
12,46,1550,182,2,5,2.125,2.5,2.291667,1
11,48,1969,182,2,28,10.5625,9.5,13.854167,1
5,28,2486,190,2,15,10.375,9.75,26.354167,1
12,26,2252,187,2,2,3.625,7.875,14.6875,1
47,9,768,249,1,44,0.25,16.875,62.770833,1
23,11,2805,197,1,17,16.5,26.8125,43.0625,1
22,32,2679,189,2,32,15.875,11.875,34.104167,1
2,58,6389,226,3,77,39.3125,51.875,100.854167,1
4,53,5955,226,4,83,38.1875,45.625,96.729167,1
4,67,6422,223,4,73,39.4375,50.9375,88.020833,1
2,13,123,228,3,11,7.375,33.6875,112.1875,1
21,6,213,227,3,0,8.6875,29.625,108.9375,1
0,16,131,226,3,23,6.5625,36.0625,111,1
14,7,124,226,3,18,12.875,22.25,86.875,1
6,8,76,226,3,29,12.1875,21,79.25,1
8,10,23,225,3,8,12.5625,24.6875,91.833333,1
22,13,3159,203,1,10,19.875,30.625,56.5625,1
0,14,306,252,1,1,0.9375,1.5625,34.6875,1
4,16,477,252,2,4,5.875,2.9375,12.354167,1
1,13,38,252,1,0,6.625,0.5625,31.770833,1
15,3,1193,251,1,8,0.625,12.5625,8.0625,1
4,3,829,251,1,13,2.25,8.8125,3.020833,1
17,2,1552,250,2,1,1.5,13.375,16.0625,1
13,0,1319,252,2,29,4.75,14.875,2.375,1
7,5,905,251,2,29,7.5625,10.4375,12.583333,1
17,3,1678,251,2,18,0.3125,13.5625,10.8125,1
12,3,1109,157,3,6,1.375,29.9375,21.9375,1
25,17,3267,201,1,23,24.6875,32.3125,70.729167,1
11,2,874,157,3,7,3,21.125,2.854167,1
23,5,1250,156,3,7,1.1875,23.75,17.729167,1
21,7,2040,215,3,61,25.75,20.9375,49,1
21,4,1944,214,3,48,22.3125,19.375,37.395833,1
17,8,2133,214,3,82,26.9375,18.375,46.916667,1
16,5,2209,215,3,3,18.375,24.875,33.708333,1
19,6,2073,214,3,2,15.5625,22.875,22.5625,1
23,3,2350,214,3,44,20.8125,19.5625,28.25,1
4,1,1771,245,2,24,20.25,13.6875,33.041667,1
5,0,1942,245,2,37,28.875,16.4375,50.104167,1
13,10,2818,199,1,22,15.875,28.4375,47.4375,1
13,1,1610,243,2,18,9,12.9375,18.479167,1
16,3,1245,219,3,14,6.75,3.3125,15.5,1
13,6,1004,219,2,2,1.6875,1.125,36.895833,1
16,2,1340,219,3,26,11.5625,0.0625,8.458333,1
1,0,404,219,2,8,2.8125,3.875,24.8125,1
11,1,308,219,2,23,0.6875,0.625,40.916667,1
11,0,584,219,2,6,7.625,0.375,18.5,1
39,35,1825,242,3,6,5.6875,2.375,5.270833,1
2,24,1262,241,2,39,5.375,6,15.1875,1
17,43,2076,242,3,21,5.0625,3.0625,7.958333,1
8,0,953,144,4,10,4.6875,12.125,12.520833,1
14,26,2945,248,2,30,18,39.1875,63.541667,1
21,30,2635,248,2,18,17.625,34.1875,53.625,1
26,26,2911,248,2,40,19.9375,35.375,57.520833,1
10,1,747,232,2,28,10.625,4.625,11.25,1
14,4,678,232,2,7,4.8125,1.25,5.229167,1
10,2,1000,232,2,46,15.25,4.3125,17.625,1
0,2,886,254,2,48,19.25,53.625,139.770833,1
43,2,1293,143,3,17,7.5625,13.375,20.458333,1
11,3,1227,254,2,39,16.625,43.9375,132.833333,1
3,2,643,254,2,48,21.1875,52.6875,116.6875,1
9,7,377,211,2,25,0.4375,20.75,54.333333,1
14,11,482,208,2,1,3.125,22.1875,68,1
2,12,217,211,2,43,4.3125,20.625,46.125,1
6,13,510,213,2,7,1.9375,22.875,48.041667,1
16,11,603,213,2,20,3.1875,22.6875,63.5625,1
1,14,240,213,2,10,7.0625,23.375,37.3125,1
11,17,1574,226,2,36,7.875,14.0625,6.770833,1
16,18,1499,226,2,41,14.0625,15.1875,15.458333,1
16,4,1012,143,3,4,3.0625,13.75,12.395833,1
1,17,1330,226,2,16,1.8125,16,10.833333,1
3,16,2206,226,2,13,6.125,18.25,3.854167,1
2,12,2056,224,2,19,12.25,17.75,14.604167,1
14,21,2002,226,2,18,0.375,20,10.270833,1
41,0,4382,255,2,7,3.5625,13.375,22.8125,1
73,2,4308,255,2,21,7.0625,3.125,49.458333,1
43,0,3658,255,3,5,2.3125,10.25,14.041667,1
6,0,163,255,2,3,0.6875,8.8125,8.041667,1
7,16,135,255,2,1,0.1875,11.1875,6.479167,1
9,9,214,255,2,7,3.125,4.125,10.625,1
37,1,929,249,1,39,5.75,15.9375,63.395833,1
25,4,2353,215,3,25,16.9375,30.6875,41.979167,1
5,15,262,255,2,4,1.875,13.5,14.25,1
4,15,107,255,2,4,1.3125,17.375,18.4375,1
5,0,433,255,2,3,2.1875,9.0625,20.75,1
60,4,1196,222,2,85,15.5625,5.375,50.875,1
33,7,1169,222,2,92,20.5625,7.875,72.3125,1
13,7,1042,221,2,43,7.9375,9.75,38.0625,1
27,3,1170,222,2,20,17.3125,9.75,50.6875,1
41,2,1103,222,2,20,21.5625,16,76.979167,1
40,2,1033,222,2,16,8.9375,12.6875,38.6875,1
27,0,589,248,2,14,3.0625,21.0625,50.479167,1
41,5,2564,214,3,33,17.625,30.1875,47.5,1
55,2,137,247,2,5,2.3125,23.0625,55.416667,1
45,11,1064,245,2,15,4.375,18.8125,47.854167,1
5,1,2663,253,2,74,27.4375,8.625,23,1
9,1,3136,253,2,128,22.625,15.375,21.479167,1
1,1,2137,252,3,12,34.0625,5.75,40.958333,1
5,4,2660,253,2,73,24.8125,13.875,22.25,1
1,4,3042,253,2,120,21.875,19.9375,24.895833,1
9,5,2008,252,3,18,31.8125,13.25,45.25,1
12,0,467,220,2,21,4.0625,1.75,2.729167,1
13,6,1135,250,2,60,8.1875,8.8125,6,1
13,5,1112,249,2,57,11.125,14.9375,9.229167,1
12,8,877,248,2,30,5.8125,4.875,5.979167,1
10,2,175,240,2,19,2.375,2.375,6.6875,1
10,3,122,239,2,22,8.5625,6.4375,27.895833,1
10,2,13,240,2,10,3.875,2.25,2.583333,1
12,1,170,240,2,23,0.125,0.5,7.166667,1
2,37,2967,235,3,19,9.3125,3.5625,44.958333,1
19,2,146,239,2,36,3.5,4.8125,10.291667,1
16,1,26,240,2,8,3.1875,0.9375,4.895833,1
10,8,41,217,2,5,0.75,10.8125,17.3125,1
11,5,90,214,2,23,4.1875,11.625,30.458333,1
9,0,30,217,2,10,6.375,11.75,12.5625,1
11,11,90,215,2,9,1.375,10.8125,15.708333,1
